,people_count,largeroom_temp,smallroom_temp,bathroom_temp,largeroom_hum,smallroom_hum,bathroom_hum,largeroom_presence,smallroom_presence,bathroom_presence
162,0.0,10.705277777777779,11.135386636636635,11.565495495495494,57.01990740740737,55.259458208208194,53.499009009009015,0.0,0.0,0.0
163,0.0,10.834220779220782,10.940558665472462,11.04689655172414,68.37805194805198,66.61630183609493,64.85455172413789,0.0,0.0,0.0
164,0.0,14.049629629629637,13.670238543628376,13.290847457627113,86.18659259259259,85.55490646578785,84.92322033898311,0.00025128854698565085,0.00021977721289275293,8.375042416613175e-05
165,0.0,14.79520000000001,14.722766666666674,14.650333333333338,76.56832000000004,76.02536833333335,75.48241666666667,0.0,0.0,0.0
166,0.0,18.92711382113821,19.274698642852563,19.62228346456692,70.87975609756094,68.7641890724025,66.64862204724407,0.0019002786639912672,0.013022456265044488,0.007189666570815277
167,4.0,22.652618025751064,24.52291175260156,26.393205479452057,61.67107296137341,58.82883785054969,55.98660273972596,0.03513396840599766,0.10828572225273293,0.0676732704671131
168,0.0,18.43575539568345,19.305962804224706,20.176170212765964,48.21280575539567,46.724842594009885,45.23687943262409,0.007555284747006629,0.018193858589193104,0.015491504597384775
169,0.0,13.602155172413786,14.462380107215294,15.322605042016802,55.65879310344827,55.08679150970732,54.51478991596637,0.0,0.0,0.0
170,0.0,11.752421052631588,12.462082619339053,13.171744186046517,56.07431578947367,55.383669522643814,54.693023255813955,0.0,0.0,0.0
171,0.0,10.299047619047633,10.939246031746038,11.579444444444443,55.97741496598635,55.534448223733904,55.091481481481466,0.0,0.0,0.0
172,0.0,10.173608247422688,10.600174910228201,11.026741573033716,59.508041237113396,59.60056556237693,59.693089887640454,0.0,0.0,0.00021698287211637942
173,4.0,17.109584775086493,18.822238430708722,20.534892086330956,71.07262975778549,69.23854509472007,67.40446043165464,0.0973355981196524,0.04960152086764179,0.05242452925770225
174,4.0,19.865896414342615,24.194930189153304,28.52396396396399,65.8758167330677,55.032668126293636,44.18951951951958,0.030911344490205096,0.058640848510315494,0.05630342100331598
175,0.0,17.205922330097085,18.38314345671522,19.560364583333357,66.94941747572817,63.0865056128641,59.22359375000003,0.005946775217243599,0.007210673959511137,0.011643418625709367
176,0.0,14.662882882882872,15.704892768875073,16.746902654867274,65.96090090090088,63.41695487522919,60.87300884955749,0.0,0.0,0.0
177,0.0,14.242166666666694,15.098008620689667,15.95385057471264,66.82238888888888,64.20938409961687,61.59637931034487,0.0,0.0,0.0
178,0.0,13.761700000000012,14.462600000000009,15.163500000000004,67.58129999999998,65.37989999999998,63.178499999999964,0.0,0.0,0.0
179,0.0,13.27142857142858,13.803161094224926,14.334893617021274,67.89552380952382,66.26643211752787,64.63734042553193,0.0,0.0,0.0
180,0.0,12.887062499999999,13.300831250000005,13.71460000000001,67.0966875,65.6131104166667,64.12953333333341,0.0,0.0,0.0
181,0.0,12.101481481481489,12.482420428240747,12.863359375000003,67.4957777777777,66.59003732638885,65.684296875,0.0,0.0,0.0
182,0.0,12.491846153846145,12.65311538461538,12.814384615384615,68.28061538461534,67.5060769230769,66.73153846153845,0.0,8.373280471056202e-05,0.0
183,0.0,12.729395973154384,12.821226483986525,12.913056994818666,68.61214765100672,68.08892356643602,67.56569948186532,0.0,0.0,0.0
184,0.0,13.173893805309726,13.198232616940583,13.22257142857144,69.05451327433624,68.34935187526335,67.64419047619047,0.0,0.0,0.0
185,0.0,12.129473684210515,12.3347814849624,12.540089285714286,66.50157894736839,65.68226268796992,64.86294642857146,0.0,0.0,0.0
186,0.0,12.050232558139522,12.071337209302303,12.092441860465085,66.91813953488366,66.56171511627906,66.20529069767444,0.0,0.0,0.0
187,0.0,12.30976415094341,12.285142945036913,12.260521739130418,68.20386792452835,67.40197744052503,66.6000869565217,0.0,0.0,0.0
188,0.0,11.501768707482988,11.638863805796289,11.77595890410959,65.27081632653059,64.4029081632653,63.535000000000004,0.0,0.0,0.0
189,0.0,10.771148325358846,10.845921756262321,10.920695187165794,68.13569377990432,68.04864902898959,67.96160427807486,0.0,0.0,0.0
190,0.0,11.207151515151512,11.163548133266364,11.119944751381215,67.79339393939395,67.59708371002847,67.40077348066299,0.0,0.0,0.0
191,0.0,10.905072463768116,10.922947190788168,10.94082191780822,67.12391304347825,66.99291542584871,66.86191780821916,0.0,0.0,0.0
192,0.0,10.461860465116283,10.489240091713068,10.516619718309853,66.9388372093023,67.09906649197507,67.25929577464784,8.252062987137986e-05,0.00035487537424432964,8.395660887456281e-05
193,0.0,10.124642857142863,10.142465659340662,10.160288461538462,66.47571428571426,66.92247252747251,67.36923076923077,0.0,0.0,0.0
194,0.0,10.027291666666663,10.013645833333332,9.999999999999998,67.22708333333335,67.67480603448277,68.12252873563219,0.0,0.0,0.0
195,0.0,9.742637362637364,9.761428571428574,9.780219780219785,67.7,68.2073076923077,68.71461538461537,0.0,0.0,0.0
196,0.0,9.55285714285714,9.55180900621118,9.550760869565217,67.19384615384614,67.55083612040133,67.90782608695653,0.0,0.0,0.0
197,0.0,8.919061224489798,9.013675911390191,9.108290598290584,65.68489795918369,65.8015088086517,65.9181196581197,0.0,0.0,0.0
198,0.0,9.431204819277111,9.301580670508121,9.171956521739132,68.78361445783133,69.12985070717652,69.4760869565217,0.0,0.0,0.0
199,0.0,9.695250000000001,9.620941582914574,9.546633165829146,67.64680000000006,67.69674170854276,67.74668341708546,0.0,0.0,0.0
200,0.0,8.159473684210527,8.312284919028341,8.465096153846156,66.00778947368423,66.07793319838058,66.14807692307691,0.0,0.0,0.0
201,0.0,7.148270676691736,7.323653856864386,7.499037037037035,65.72278195488722,65.85416875522142,65.98555555555562,0.0,0.0,0.0
202,0.0,6.162248803827753,6.35362440191388,6.545000000000007,65.33909090909086,65.75440656565654,66.16972222222222,0.0,0.0,0.0
203,0.0,5.600000000000001,5.764833333333334,5.929666666666666,65.74285714285713,66.58070634920634,67.41855555555554,0.0,0.0,0.0
204,0.0,5.397777777777773,5.5020138888888885,5.606250000000004,66.20252525252522,67.047753010878,67.89298076923077,0.0,0.0,0.0
205,0.0,4.7694565217391265,4.896733337011696,5.024010152284265,64.29478260869561,65.62358419774881,66.95238578680201,0.0,0.0,0.0
206,0.0,3.696802507836984,3.859290824470635,4.021779141104286,62.03354231974933,62.57243066907719,63.111319018405055,0.0,0.0,0.0
207,0.0,8.891555555555557,12.353088247091861,15.814620938628167,62.14482222222219,52.319667428800656,42.49451263537912,0.01290515112599623,0.0021657397364368254,0.004181891149285212
208,0.0,9.0256,14.302548201438855,19.57949640287771,61.37656,47.18176920863309,32.98697841726619,0.0,0.0,0.00016417493199458294
209,0.0,6.693759398496248,13.550974187437099,20.40818897637795,61.460977443609025,44.79666982416671,28.132362204724398,0.0,0.0,0.0
210,0.0,5.7913698630136965,13.687942996022983,21.58451612903227,60.580547945205446,42.518069671527456,24.455591397849467,0.0,0.0,0.0
211,0.0,5.16597014925373,13.551412493981697,21.936854838709664,60.11619402985077,41.46354056331247,22.810887096774174,0.0,0.0,0.0
212,0.0,4.47781954887218,13.809347730640464,23.14087591240875,59.278195488721806,39.642345919543395,20.00649635036498,0.0,0.0,0.0
213,0.0,3.7357291666666654,14.081041666666668,24.42635416666667,58.283124999999956,37.790052083333315,17.29697916666667,0.0,0.0,8.148479228182467e-05
214,0.0,3.4034146341463427,13.892365211810024,24.381315789473703,59.08211382113823,38.248293752674385,17.414473684210535,0.0,0.0,0.0
215,0.0,3.1214213197969545,13.990402967590782,24.85938461538461,58.63233502538064,37.62406494858776,16.61579487179487,0.0,0.0,0.0
216,0.0,3.2104929577464807,13.796474549048689,24.382456140350897,59.53218309859153,38.50693365455892,17.481684210526307,0.0,0.0,0.0
217,0.0,3.662929292929293,13.83921694004262,24.01550458715595,60.19000000000001,39.294174311926604,18.3983486238532,0.0,0.0,0.0
218,0.0,3.1801010101010103,14.448115021179543,25.716129032258074,57.76757575757579,36.39201368523951,15.016451612903232,0.0,0.0,0.0
219,0.0,2.531505376344089,14.356015846066786,26.180526315789482,57.41258064516127,35.79905348047537,14.185526315789472,0.0,0.0,0.0
220,0.0,2.856825396825397,13.913544277360069,24.970263157894742,59.86714285714286,38.11034774436091,16.35355263157895,0.0,0.0,0.0
221,0.0,3.6402272727272744,13.903295454545454,24.166363636363634,60.0336363636364,38.93926136363639,17.844886363636377,0.0,0.0,8.183035252827821e-05
222,0.0,,,,,,,,,
223,0.0,,,,,,,,,
224,0.0,,,,,,,,,
225,0.0,,,,,,,,,
226,0.0,5.3215625000000015,12.21748027912622,19.113398058252436,63.820781249999996,46.26242945995145,28.704077669902908,9.16779418413627e-05,0.0003874814875954246,0.0021032271607733617
227,0.0,5.523053435114502,10.975063302923106,16.42707317073171,65.78992366412211,50.47313256376839,35.15634146341466,0.0,0.0,0.0005221419876953227
228,0.0,5.438418604651167,11.083238428539175,16.728058252427186,64.56320930232553,49.10995416572586,33.65669902912619,8.15017006690415e-05,8.320960725760699e-05,0.00028025841053986293
229,0.0,5.263984375000003,11.01009437728102,16.756204379562035,64.91375000000001,48.618188868613146,32.32262773722629,0.0,0.0,0.0007496921059463277
230,0.0,6.111783439490447,10.746545314516455,15.381307189542463,68.68751592356682,53.34460763498602,38.001699346405225,0.0,0.0,0.00014469662498149696
231,0.0,6.999465240641714,10.668235158391925,14.337005076142134,69.95989304812841,56.610048046906826,43.260203045685245,0.0,0.0,0.0004106883639979957
232,0.0,7.333374233128831,10.657178446044188,13.980982658959544,68.47128834355827,56.563794460796494,44.65630057803472,0.0,0.0,0.0002242173627199853
233,0.0,7.608133333333326,10.594671762208069,13.581210191082814,68.0521333333333,57.10214946921444,46.15216560509558,0.0,0.0,0.000238329206728595
234,0.0,7.096857142857127,10.840985649054133,14.58511415525114,67.92757142857137,55.21200489236786,42.49643835616434,0.0,0.0,0.00031542842071767573
235,0.0,6.800487804878037,11.087243902439027,15.374000000000018,68.03310104529614,54.04951603988946,40.06593103448279,8.346843754848359e-05,0.0001441617092897066,0.0002905145370291661
236,0.0,6.207325581395351,11.360510616784639,16.513695652173926,66.03604651162794,49.69602325581398,33.35600000000001,0.0,0.0,0.00024005066757927138
237,0.0,5.330103626943001,11.115132894552579,16.900162162162157,65.08378238341965,47.966945245763874,30.850108108108106,0.0,0.0,0.00028316822240124606
