,is_present,month,largeroom_temp,smallroom_temp,bathroom_temp,largeroom_hum,smallroom_hum,bathroom_hum,largeroom_presence,smallroom_presence,bathroom_presence
34,0.0,6.0,16.81560000000001,17.45016559139785,18.084731182795693,45.70400000000002,42.66334408602151,39.62268817204299,0.0,0.0,0.0
35,0.0,6.0,17.742471910112357,18.05309642017246,18.36372093023256,45.49573033707862,43.92059772667885,42.34546511627907,0.0011184210203485,0.0013037528949055,0.0009075700216436
36,0.0,6.0,19.073258426966277,19.23034208477027,19.387425742574266,51.21494382022472,50.669897652686615,50.12485148514852,0.0,8.338933608685809e-05,0.0
37,0.0,6.0,19.643870967741957,19.658253313328338,19.67263565891472,60.516935483871,63.53296386596652,66.54899224806205,0.0120529847888981,0.0013053226877017,0.0021745090859742
38,1.0,6.0,21.92032967032967,22.57953983516484,23.23875000000001,60.59032967032965,61.359271978021965,62.12821428571427,0.0228692851355338,0.0612060136093712,0.0918704321950445
39,1.0,6.0,22.61939393939394,23.84016280820629,25.060931677018647,64.25666666666667,66.22802277432709,68.1993788819875,0.0151368698300227,0.047241604634037,0.330582498638898
40,0.0,6.0,22.04320388349513,23.32616715913887,24.609130434782603,58.30300970873787,55.844439636977626,53.38586956521738,0.0034671903472848,0.0047241863356013,0.0039512566975708
41,0.0,6.0,20.431162790697677,21.56316566501176,22.69516853932585,54.28139534883717,51.362383067677015,48.44337078651685,0.0,0.0,0.0
42,0.0,6.0,19.14462264150944,20.09599818944158,21.04737373737373,52.45971698113207,49.627686773394295,46.79565656565652,0.0,0.0,0.0
43,0.0,6.0,18.2191509433962,18.661410914736077,19.103670886075943,55.177169811320745,53.77972414616671,52.38227848101267,0.0018085277042428,0.0020887237860547,0.0052079047094982
44,1.0,6.0,23.79282442748089,25.136164122137394,26.479503816793898,56.22633587786261,54.071603053435126,51.91687022900764,0.0490217730335991,0.0429612877485069,0.0924359529442768
45,1.0,6.0,24.432718446601932,26.97420013239187,29.515681818181804,56.92796116504856,51.55128171888792,46.17460227272727,0.0224555324116626,0.0279493085536234,0.0686167067263473
46,1.0,6.0,24.54956989247311,26.580350983972394,28.61113207547168,60.099032258064526,55.54740921079327,50.99578616352201,0.0263953217143317,0.0576001638593515,0.0674234075483525
47,1.0,6.0,24.810989010989,26.012301734410165,27.213614457831337,65.38868131868132,62.774039454521386,60.15939759036145,0.0264569856400873,0.0231851844356002,0.0712966555282358
48,1.0,6.0,24.685398230088484,25.94582032716545,27.20624242424241,63.98672566371685,62.35775677125236,60.72878787878788,0.0263583345956798,0.0311300621688537,0.0624604908208238
49,1.0,6.0,25.209782608695654,25.912372507355343,26.614962406015028,57.63793478260869,60.70862904543969,63.77932330827069,0.0265183765721192,0.0391742624687028,0.0571828028484287
50,1.0,6.0,26.325578947368413,26.717625539257973,27.10967213114753,56.08736842105265,58.48003666954273,60.8727049180328,0.0164713359283787,0.0334827648685408,0.0642009225514388
51,1.0,6.0,26.696699029126197,27.08110951456311,27.46552000000003,64.00621359223301,64.94058679611652,65.87496000000003,0.0164407551792643,0.0512019885881112,0.0493565520629642
52,0.0,6.0,24.010829493087567,24.64634395008361,25.281858407079657,60.461520737327234,59.45385771379634,58.44619469026544,0.0023378212055369,0.0048474672913697,0.0074871143066873
53,0.0,6.0,23.254580645161266,23.830024135530277,24.40546762589928,62.425419354838745,61.25900464144814,60.09258992805755,8.192814320341282e-05,0.0006192490156449,0.0002255148628091
54,0.0,6.0,21.846785714285694,22.60966945288753,23.372553191489363,60.3471428571429,58.693677811550174,57.04021276595744,0.0,0.0,0.0
55,0.0,6.0,22.19976190476191,22.19976190476191,22.19976190476191,59.08809523809524,59.08809523809524,59.08809523809524,0.0012521157778471,8.284671905566728e-05,8.181497542843376e-05
56,0.0,6.0,21.38333333333333,21.971666666666664,22.56,62.25208333333333,58.87104166666666,55.49,0.0,0.0,0.0
57,0.0,7.0,21.6285,21.6285,21.6285,62.497500000000045,62.497500000000045,62.497500000000045,0.0077554761944836,0.0151450267230878,0.0114598444833478
58,1.0,7.0,21.76785714285714,21.76785714285714,21.76785714285714,58.13746753246755,58.13746753246755,58.13746753246755,0.0363125444069436,0.0504389176748231,0.0585016434937292
59,1.0,7.0,22.486503496503516,22.486503496503516,22.486503496503516,51.6039160839161,51.6039160839161,51.6039160839161,0.0205236349038814,0.0482988868571525,0.0567265906251483
60,1.0,7.0,23.97138888888888,23.97138888888888,23.97138888888888,48.00361111111114,48.00361111111114,48.00361111111114,0.018853009015314,0.0424876307826536,0.0548112840060595
61,1.0,7.0,25.59182352941177,25.59182352941177,25.59182352941177,51.32400000000002,51.32400000000002,51.32400000000002,0.0112316063312541,0.0443361737750668,0.0510187134468182
62,1.0,7.0,23.28267605633804,23.28267605633804,23.28267605633804,49.65725352112678,49.65725352112678,49.65725352112678,0.0216300517218316,0.0478195948081848,0.0582370917947632
63,0.0,7.0,22.713559322033912,22.713559322033912,22.713559322033912,42.547711864406764,42.547711864406764,42.547711864406764,0.015115071781014,0.0258705236461191,0.0350428293827736
64,1.0,7.0,24.49470588235295,24.49470588235295,24.49470588235295,47.34504201680672,47.34504201680672,47.34504201680672,0.018662196778609,0.0454963234338404,0.0770314329907831
65,1.0,7.0,24.80241071428571,24.80241071428571,24.80241071428571,47.83928571428577,47.83928571428577,47.83928571428577,0.0124747727171249,0.0345880213524768,0.0581309574937958
66,1.0,7.0,25.176643356643364,25.176643356643364,25.176643356643364,49.59552447552448,49.59552447552448,49.59552447552448,0.0122139123750379,0.0422086249484171,0.0584962924743132
67,1.0,7.0,24.413777777777817,24.413777777777817,24.413777777777817,54.634074074074086,54.634074074074086,54.634074074074086,0.0103933234486479,0.0438731491043204,0.0499292408402095
68,0.0,7.0,24.09739436619719,24.09739436619719,24.09739436619719,57.25373239436617,57.25373239436617,57.25373239436617,0.0001650169968319,0.0016575179413277,0.0004447156838476
69,0.0,7.0,22.75360655737705,22.75360655737705,22.75360655737705,59.164672131147526,59.164672131147526,59.164672131147526,0.0,0.0,0.0
70,0.0,7.0,22.138205128205136,22.138205128205136,22.138205128205136,56.33987179487182,56.33987179487182,56.33987179487182,0.0011533915198576,0.0039772729206546,0.0058728591315074
71,0.0,7.0,23.086190476190467,23.086190476190467,23.086190476190467,56.58702380952381,56.58702380952381,56.58702380952381,0.0001662304908138,0.0004005434731845,0.0002080616652556
72,0.0,7.0,24.493032786885227,24.493032786885227,24.493032786885227,58.70286885245901,58.70286885245901,58.70286885245901,0.0,0.0,0.0
73,0.0,7.0,23.7114465408805,23.7114465408805,23.7114465408805,59.68427672955977,59.68427672955977,59.68427672955977,0.0,0.0001407595391798,0.0012368105252575
74,0.0,7.0,22.443412698412708,22.443412698412708,22.443412698412708,46.26452380952379,46.26452380952379,46.26452380952379,0.0001504327755843,0.000207569427876,0.0011697045186847
75,0.0,7.0,21.76455223880595,21.76455223880595,21.76455223880595,50.09305970149254,50.09305970149254,50.09305970149254,0.0,0.0,0.0
76,0.0,7.0,20.142056737588643,20.142056737588643,20.142056737588643,59.78560283687942,59.78560283687942,59.78560283687942,0.0,0.0,0.0
77,0.0,7.0,19.992105263157903,19.992105263157903,19.992105263157903,60.994315789473696,60.994315789473696,60.994315789473696,0.0,0.0,0.0
78,0.0,7.0,20.258695652173916,20.258695652173916,20.258695652173916,53.00043478260873,53.00043478260873,53.00043478260873,0.0,0.0,0.0
79,0.0,7.0,21.200280373831788,21.200280373831788,21.200280373831788,56.133831775700926,56.133831775700926,56.133831775700926,0.0,0.0,0.0
80,0.0,7.0,22.901073446327697,22.901073446327697,22.901073446327697,56.78858757062146,56.78858757062146,56.78858757062146,0.0025560636657207,0.0018988669406963,0.005232018532397
81,1.0,7.0,24.16866279069766,24.16866279069766,24.16866279069766,56.24476744186051,56.24476744186051,56.24476744186051,0.0306815899880371,0.0678714449826341,0.0991781033354037
82,1.0,7.0,22.574251968503948,22.574251968503948,22.574251968503948,58.32559055118112,58.32559055118112,58.32559055118112,0.0292915892496299,0.0688293254616688,0.0776015116428464
83,1.0,7.0,22.00608695652173,22.00608695652173,22.00608695652173,56.67521739130434,56.67521739130434,56.67521739130434,0.039779905270496,0.0665635677572945,0.0770800469186306
84,0.0,7.0,21.296341463414635,21.296341463414635,21.296341463414635,67.20024390243901,67.20024390243901,67.20024390243901,0.0102009655693623,0.0123077604431769,0.010854622473031
85,0.0,7.0,23.629781021897816,23.629781021897816,23.629781021897816,65.12817518248175,65.12817518248175,65.12817518248175,0.0287445408647414,0.07301611075809,0.0790206380799562
86,0.0,7.0,23.930303030303044,23.930303030303044,23.930303030303044,60.529292929292936,60.529292929292936,60.529292929292936,0.0187470792745809,0.0360457896414923,0.0817448510460217
87,0.0,7.0,23.54372262773724,23.54372262773724,23.54372262773724,58.03992700729928,58.03992700729928,58.03992700729928,0.0257001237497193,0.0335594976828742,0.089029903799054
88,0.0,8.0,23.743809523809507,23.743809523809507,23.743809523809507,66.4657142857143,66.4657142857143,66.4657142857143,0.0118389426045733,0.0112072284227553,0.0404003061349188
89,0.0,8.0,23.35488805970151,23.35488805970151,23.35488805970151,63.87227611940301,63.87227611940301,63.87227611940301,0.0248157996842849,0.0426782730083025,0.0813784705590285
90,0.0,8.0,22.939044943820225,22.939044943820225,22.939044943820225,63.52011235955054,63.52011235955054,63.52011235955054,0.0338525935839844,0.0365014047570125,0.0925033353962446
91,0.0,8.0,23.45125000000003,23.45125000000003,23.45125000000003,65.31024193548383,65.31024193548383,65.31024193548383,0.0353261800565586,0.0398785895511844,0.085053415396427
92,0.0,8.0,24.270480769230776,24.270480769230776,24.270480769230776,72.56730769230771,72.56730769230771,72.56730769230771,0.0312602367052717,0.0647811752883257,0.0802313826477006
93,1.0,8.0,24.46604166666667,23.513020833333336,22.56,61.03119791666665,58.260598958333325,55.49,0.0192207784443986,0.0744552073035902,0.05159453987279
94,1.0,8.0,21.84743421052632,21.84743421052632,21.84743421052632,55.33032894736844,55.33032894736844,55.33032894736844,0.0364600946526723,0.038025676029869,0.0611839226044197
95,1.0,8.0,22.206363636363623,22.206363636363623,22.206363636363623,55.51945454545456,55.51945454545456,55.51945454545456,0.0284427975575715,0.0300361744669494,0.0514732128995494
96,1.0,8.0,22.49744525547446,22.49744525547446,22.49744525547446,63.2287591240876,63.2287591240876,63.2287591240876,0.0299448125596285,0.0506297173834447,0.0513187377002996
97,1.0,8.0,22.372127659574478,22.372127659574478,22.372127659574478,55.44042553191489,55.44042553191489,55.44042553191489,0.0314389661783653,0.0384144709302318,0.0397295380362382
98,1.0,8.0,23.06645161290323,23.06645161290323,23.06645161290323,49.582096774193566,49.582096774193566,49.582096774193566,0.0379116370692775,0.0448987085703564,0.0604676409348319
99,1.0,8.0,24.369747899159652,24.369747899159652,24.369747899159652,52.3910084033613,52.3910084033613,52.3910084033613,0.0317047066416111,0.0312438459590787,0.0588167944087767
100,1.0,8.0,26.46563909774436,26.46563909774436,26.46563909774436,64.36939849624063,64.36939849624063,64.36939849624063,0.0240986642475538,0.0397879958336474,0.0446317056204723
101,1.0,8.0,26.89269565217389,26.89269565217389,26.89269565217389,64.2042608695652,64.2042608695652,64.2042608695652,0.011576332985925,0.04168126042585,0.0402015579969359
102,1.0,8.0,27.3581884057971,24.959094202898548,22.56,52.74876811594203,54.11938405797102,55.49,0.0110643753479304,0.0197110292974656,0.033053065779813
103,1.0,8.0,28.490090909090902,28.490090909090902,28.490090909090902,55.889454545454576,55.889454545454576,55.889454545454576,0.0069226449500349,0.0243937642564114,0.0373733504181814
104,1.0,8.0,28.66939597315437,28.22616857481248,27.78294117647059,54.27523489932888,54.1679115673115,54.06058823529412,0.0050364199114701,0.0341544202362902,0.0366518281258378
105,1.0,8.0,27.811805555555537,28.07195172882673,28.33209790209792,61.249097222222176,62.42332483488731,63.59755244755244,0.0131084267926265,0.0559682636173742,0.0526223387538551
106,0.0,8.0,26.126788990825684,26.704269495412845,27.28175000000001,66.37009174311927,65.11017087155963,63.85025,0.0001657040590192,0.0004792303486863,0.0004311010273586
107,0.0,8.0,25.44243055555553,26.08878990464344,26.735149253731358,67.64819444444447,65.9896942371476,64.33119402985075,0.0005579471291085,0.0050144016692827,0.0082855692270897
108,0.0,8.0,23.87468085106384,24.54007726763717,25.205473684210496,58.6695744680851,56.393366181411,54.11715789473688,0.0001651829515184,0.0004662252175974,0.0
109,0.0,8.0,23.079263803681,23.662283835542148,24.245303867403297,60.22668711656446,58.58839880690099,56.95011049723752,0.0,0.0,0.0
110,0.0,8.0,21.98936842105261,22.5501780376868,23.110987654320983,59.393263157894765,57.17632293697207,54.95938271604938,0.0,0.0,8.1738012443885e-05
111,1.0,8.0,23.5223,23.848269205298017,24.17423841059603,59.91569999999997,62.325631456953616,64.73556291390726,0.0250459703498502,0.0621965423000352,0.0253316322126931
112,1.0,8.0,25.45359477124181,25.45359477124181,25.45359477124181,73.1237908496732,73.1237908496732,73.1237908496732,0.0139105148841683,0.0580288996543441,0.0418601340301032
113,1.0,8.0,22.92,24.86482926829268,26.80965853658536,64.13,67.22012195121951,70.31024390243901,0.0317573264431672,0.0454945378278815,0.0430906822085166
114,0.0,8.0,22.92,24.274579646017692,25.62915929203539,64.13,63.94836283185837,63.76672566371674,0.0004416688340359,0.0068702691472683,0.0044046208241415
115,0.0,8.0,22.570320512820523,23.37389402264403,24.17746753246754,69.6634615384616,67.64968531468534,65.63590909090907,0.0,8.121221274518241e-05,0.0
116,0.0,8.0,23.145277777777764,23.72770931142409,24.31014084507041,74.51875000000001,72.95867077464789,71.39859154929577,0.0,0.0,0.0
117,0.0,8.0,21.124158415841578,21.7758411126827,22.427523809523823,70.5062376237624,68.20873785950026,65.91123809523812,0.0,0.0,0.0
118,0.0,8.0,19.679075630252093,20.377152494025125,21.075229357798158,64.20705882352944,61.79830005396654,59.389541284403656,0.0,0.0,0.0
119,0.0,9.0,18.493555555555545,18.97888621151271,19.46421686746987,64.31577777777778,62.72198527443105,61.12819277108432,0.0,0.0,0.0
120,0.0,9.0,18.749230769230756,19.144251748251733,19.53927272727272,65.38439560439562,63.86865234765237,62.35290909090912,0.0,8.150694408364606e-05,0.0
121,0.0,9.0,18.627040816326527,19.04269396188227,19.45834710743802,63.8058163265306,62.195180890538026,60.584545454545456,0.0,0.0,0.0
122,0.0,9.0,17.485362318840583,17.859541624536572,18.23372093023256,62.279855072463775,60.86213683855746,59.44441860465115,0.0,0.0,0.0
123,0.0,9.0,18.24816326530612,18.51292001649145,18.77767676767677,64.54744897959183,63.5426638837353,62.53787878787876,0.0,0.0005741170549993,0.0
124,0.0,9.0,18.94180952380952,19.098783549783548,19.25575757575757,66.4370476190476,65.66943290043288,64.90181818181816,0.0,0.0,0.0
125,0.0,9.0,19.98197674418605,19.88617824551074,19.79037974683544,69.95209302325586,70.55940094200767,71.16670886075947,0.0,0.0,0.0
126,0.0,9.0,20.24879120879121,20.36621913380737,20.48364705882353,65.97219780219784,65.55121654815773,65.13023529411763,0.0,0.0004572798106656,0.0
127,0.0,9.0,20.54375,20.525275,20.5068,68.12275,68.06917499999997,68.01559999999996,0.0,8.617211447284742e-05,0.0
128,0.0,9.0,21.221666666666653,21.087367424242416,20.953068181818185,66.9102083333333,66.98152462121212,67.05284090909092,0.0,0.0,8.162943050601333e-05
129,0.0,9.0,21.3579518072289,21.37988499452354,21.40181818181818,66.51253012048196,66.18262869660464,65.85272727272731,0.0,0.0003963855962847,0.0
130,0.0,9.0,21.55917525773195,21.609908141686496,21.66064102564104,65.32092783505153,64.92591263547448,64.53089743589742,0.0,0.0,0.0
131,0.0,9.0,21.89450704225353,21.799161415863612,21.703815789473705,69.48992957746479,70.36269505189028,71.23546052631579,0.0,0.0,0.0
132,0.0,9.0,19.942212389380533,20.171827348536414,20.4014423076923,63.293185840707984,62.31611215112324,61.33903846153848,0.0,0.0,0.0
133,0.0,9.0,18.008190476190485,18.365913419913426,18.72363636363636,58.04990476190478,56.46530591630591,54.88070707070705,0.0,0.0,0.0
134,0.0,9.0,18.357692307692297,18.402984084880632,18.448275862068968,64.31817307692307,63.888914124668446,63.45965517241381,0.0,0.0,0.0
135,0.0,9.0,19.77958333333333,19.530680555555552,19.28177777777777,74.11687499999998,74.99499305555554,75.87311111111109,0.0,0.0,0.0
136,0.0,9.0,21.100238095238097,20.77806680881307,20.45589552238804,68.49238095238096,69.79242181947403,71.0924626865671,0.0,8.291266855790837e-05,0.0
137,0.0,9.0,19.478644067796616,19.709322033898307,19.94,69.88533898305087,70.56047901533496,71.23561904761905,0.005257139066834,0.0081418314954742,0.0064330618390752
138,1.0,9.0,20.466833333333348,20.838589080459776,21.21034482758621,65.49191666666667,64.77350143678161,64.05508620689656,0.035156266305125,0.038470419832969,0.0883417512713692
139,1.0,9.0,22.34492307692309,23.386219927723285,24.42751677852348,63.19799999999997,61.355577181208034,59.5131543624161,0.0067032347779371,0.0225811481569416,0.0720248181036842
140,1.0,9.0,23.76149999999999,24.659204106280185,25.556908212560373,65.74687500000005,64.67268870772949,63.59850241545895,0.0179125378903567,0.0274366664562435,0.0939243156638387
141,1.0,9.0,23.09753768844219,24.4699419211442,25.8423461538462,67.4354271356784,62.04913664476227,56.66284615384615,0.0739286181782151,0.0517176536982489,0.0980972662856448
142,0.0,9.0,20.01714285714287,21.347635944700475,22.67812903225808,62.58373015873016,60.03667153097798,57.489612903225805,0.0037519900603377,0.0058365970056132,0.0146057009889482
143,0.0,9.0,19.020999999999997,19.94747183098591,20.87394366197183,68.14985714285713,64.83591448692152,61.52197183098593,0.0021611105147762,0.0030854572272483,0.0001423075022089
144,0.0,9.0,19.011707317073167,19.907567944250864,20.80342857142856,75.51463414634149,70.8226742160279,66.1307142857143,0.0,0.0,0.0
145,1.0,9.0,19.43745098039216,20.247882116702108,21.058313253012056,67.53049019607843,64.69193184502717,61.8533734939759,0.0,0.0,0.0
146,1.0,9.0,19.18336734693877,19.995780895691603,20.80819444444444,66.14775510204079,63.081308106575946,60.014861111111095,0.0,0.0,0.0
147,1.0,9.0,18.82041237113401,19.770458710819533,20.720505050505054,68.67350515463922,65.12756065812769,61.58161616161616,0.000332532324376,0.000435609281535,0.000145277247066
148,1.0,9.0,22.699388888888887,21.537648989899,20.375909090909104,58.95083333333329,64.67359848484847,70.39636363636365,0.0093281475979031,0.0002511557347311,0.0186370474433175
149,1.0,10.0,22.51600000000001,22.50776377952757,22.49952755905513,52.16512500000001,56.34752312992126,60.52992125984251,0.0102954018099546,0.0,0.0294001504713437
150,1.0,10.0,19.217094017094,20.26862765370829,21.320161290322577,62.74854700854702,59.6389106010477,56.529274193548375,0.0003354110576105,0.0012846803144223,0.0003068171213451
151,0.0,10.0,19.38768939393942,20.24580041652692,21.10391143911441,65.22481060606061,62.76375216649892,60.30269372693723,0.0034084386714537,0.0030413141129585,0.0078390733301627
152,0.0,10.0,17.063571428571432,17.615960972017678,18.168350515463924,60.87948979591834,58.87871397012414,56.87793814432993,0.0,0.0,0.0
153,0.0,10.0,16.053384615384612,16.444351037851032,16.83531746031745,63.50723076923076,62.10762332112331,60.70801587301587,0.0,0.0,0.0
154,0.0,10.0,15.847605633802814,16.126385461529516,16.405165289256214,66.22849765258215,64.97187279323325,63.71524793388433,0.0,0.0,0.0
155,0.0,10.0,15.603505747126452,15.838400918255964,16.073296089385472,66.94735632183907,65.53728151287484,64.12720670391062,0.0,0.0,0.0
156,0.0,10.0,13.288062500000006,13.736577262269943,14.185092024539884,50.16274999999999,48.39631365030675,46.62987730061352,0.0,0.0,0.0
157,0.0,10.0,10.70527777777778,11.135386636636635,11.565495495495494,57.01990740740737,55.259458208208194,53.499009009009015,0.0,0.0,0.0
158,0.0,10.0,10.834220779220782,10.940558665472462,11.04689655172414,68.37805194805198,66.61630183609493,64.85455172413789,0.0,0.0,0.0
159,0.0,10.0,14.049629629629637,13.670238543628376,13.290847457627113,86.18659259259259,85.55490646578785,84.92322033898311,0.0002512885469856,0.0002197772128927,8.375042416613175e-05
160,0.0,10.0,14.79520000000001,14.722766666666674,14.650333333333338,76.56832000000004,76.02536833333335,75.48241666666667,0.0,0.0,0.0
161,0.0,10.0,18.92711382113821,19.274698642852563,19.62228346456692,70.87975609756094,68.7641890724025,66.64862204724407,0.0019002786639912,0.0130224562650444,0.0071896665708152
162,1.0,10.0,22.652618025751064,24.52291175260156,26.393205479452057,61.67107296137341,58.82883785054969,55.98660273972596,0.0351339684059976,0.1082857222527329,0.0676732704671131
163,0.0,10.0,18.43575539568345,19.305962804224706,20.176170212765964,48.21280575539567,46.724842594009885,45.23687943262409,0.0075552847470066,0.0181938585891931,0.0154915045973847
164,0.0,10.0,13.602155172413786,14.462380107215294,15.322605042016802,55.65879310344827,55.08679150970732,54.51478991596637,0.0,0.0,0.0
165,0.0,10.0,11.752421052631588,12.462082619339052,13.171744186046515,56.07431578947367,55.38366952264381,54.69302325581396,0.0,0.0,0.0
166,0.0,10.0,10.299047619047633,10.939246031746038,11.579444444444444,55.97741496598635,55.534448223733904,55.091481481481466,0.0,0.0,0.0
167,0.0,10.0,10.173608247422688,10.6001749102282,11.026741573033716,59.5080412371134,59.60056556237693,59.69308988764045,0.0,0.0,0.0002169828721163
168,1.0,10.0,17.109584775086493,18.82223843070872,20.53489208633096,71.07262975778549,69.23854509472007,67.40446043165464,0.0973355981196524,0.0496015208676417,0.0524245292577022
169,1.0,10.0,19.86589641434261,24.194930189153304,28.52396396396399,65.8758167330677,55.03266812629364,44.18951951951958,0.030911344490205,0.0586408485103154,0.0563034210033159
170,0.0,10.0,17.205922330097085,18.38314345671522,19.56036458333336,66.94941747572817,63.0865056128641,59.22359375000003,0.0059467752172435,0.0072106739595111,0.0116434186257093
171,0.0,10.0,14.662882882882872,15.704892768875071,16.746902654867274,65.96090090090088,63.41695487522919,60.87300884955749,0.0,0.0,0.0
172,0.0,10.0,14.242166666666694,15.098008620689669,15.95385057471264,66.82238888888888,64.20938409961687,61.59637931034487,0.0,0.0,0.0
173,0.0,10.0,13.761700000000012,14.462600000000007,15.163500000000004,67.58129999999998,65.37989999999998,63.17849999999997,0.0,0.0,0.0
174,0.0,10.0,13.27142857142858,13.803161094224926,14.334893617021274,67.89552380952382,66.26643211752787,64.63734042553193,0.0,0.0,0.0
175,0.0,10.0,12.8870625,13.300831250000003,13.71460000000001,67.0966875,65.6131104166667,64.12953333333341,0.0,0.0,0.0
